"","Variable","Beta","CI_Lower","CI_Upper","AIC","BIC","dose","model","effects"
"contain_outbreak_management_percapita1","contain_outbreak_management_percapita",-0.347880088787297,-0.665515430615364,-0.0302447469592296,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"(Intercept)2","(Intercept)",64.3621019107962,64.133656923935,64.5905468976573,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"Pop_per_km22","Pop_per_km2",0.871216588523105,0.338110617192997,1.40432255985321,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"Median_age2","Median_age",2.12836307765285,0.438724597871447,3.81800155743426,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"prop_all_other_white2","prop_all_other_white",-2.65518443870566,-3.04323203771505,-2.26713683969626,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"prop_black_afr_car2","prop_black_afr_car",-1.46495406010056,-1.88281047635395,-1.04709764384718,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"prop_not_in_work2","prop_not_in_work",-0.0837293590266295,-0.768063795350281,0.600605077297022,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"prop_asian2","prop_asian",-1.95412370717636,-2.30841562864885,-1.59983178570387,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"prop_u252","prop_u25",-0.5633892159588,-1.61638674329158,0.489608311373977,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"Crime_score2","Crime_score",-0.627993734649949,-1.06336820026172,-0.192619269038176,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"Income_score2","Income_score",-1.85222482910701,-3.25855071866968,-0.445898939544336,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"Living_Environment_score2","Living_Environment_score",-0.518496340248111,-0.860485267999182,-0.17650741249704,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"unringfenced_percapita2","unringfenced_percapita",-0.497654681189371,-0.839650262653834,-0.155659099724909,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"IMD_Average_score2","IMD_Average_score",-0.570388568846955,-1.92778041381604,0.787003276122133,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"prop_o652","prop_o65",0.554029835355584,-0.865614441511418,1.97367411222259,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"contain_outbreak_management_percapita2","contain_outbreak_management_percapita",-0.463356284291891,-0.870484131151842,-0.0562284374319394,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"1","(Intercept)",82.6625369250163,82.3368266568642,82.9882471931684,1220.14333741597,1283.88301817641,"First","Lasso","Random"
"2","Pop_per_km2",0.00491813771367237,-0.408342985764495,0.41817926119184,1220.14333741597,1283.88301817641,"First","Lasso","Random"
"3","Median_age",2.61875205462421,1.30916425767498,3.92833985157344,1220.14333741597,1283.88301817641,"First","Lasso","Random"
"4","prop_all_other_white",-2.78297618715416,-3.08384284812249,-2.48210952618582,1220.14333741597,1283.88301817641,"First","Lasso","Random"
"5","prop_black_afr_car",-1.21504416682905,-1.53744698558982,-0.892641348068271,1220.14333741597,1283.88301817641,"First","Lasso","Random"
"6","prop_not_in_work",-0.29065049914322,-0.826087827799585,0.244786829513145,1220.14333741597,1283.88301817641,"First","Lasso","Random"
"7","prop_asian",-0.718322807138324,-0.988475782115354,-0.448169832161293,1220.14333741597,1283.88301817641,"First","Lasso","Random"
"8","prop_u25",-0.376525042593427,-1.21296267909599,0.459912593909141,1220.14333741597,1283.88301817641,"First","Lasso","Random"
"9","Crime_score",-0.29064504143012,-0.631483138320285,0.0501930554600455,1220.14333741597,1283.88301817641,"First","Lasso","Random"
"10","Income_score",-0.991387106311795,-2.06936750388377,0.086593291260181,1220.14333741597,1283.88301817641,"First","Lasso","Random"
"11","Living_Environment_score",-0.457511217703635,-0.730420076326438,-0.184602359080832,1220.14333741597,1283.88301817641,"First","Lasso","Random"
"12","unringfenced_percapita",-0.340045774796034,-0.599724649012606,-0.0803669005794612,1220.14333741597,1283.88301817641,"First","Lasso","Random"
"13","IMD_Average_score",0.00516759740787617,-1.03599582880085,1.04633102361661,1220.14333741597,1283.88301817641,"First","Lasso","Random"
"14","prop_o65",-1.07565441053518,-2.175861429368,0.0245526082976457,1220.14333741597,1283.88301817641,"First","Lasso","Random"
"15","contain_outbreak_management_percapita",-0.31078637922946,-0.650826072724044,0.0292533142651245,1220.14333741597,1283.88301817641,"First","Lasso","Random"
"16","(Intercept)",79.3274327330442,79.0250866286712,79.6297788374172,1232.24978752737,1295.98946828781,"Second","Lasso","Random"
"17","Pop_per_km2",-0.0936758279291044,-0.514096491135997,0.326744835277788,1232.24978752737,1295.98946828781,"Second","Lasso","Random"
"18","Median_age",2.8309328292046,1.49716829506682,4.16469736334238,1232.24978752737,1295.98946828781,"Second","Lasso","Random"
"19","prop_all_other_white",-2.82297864516396,-3.12884031358556,-2.51711697674236,1232.24978752737,1295.98946828781,"Second","Lasso","Random"
"20","prop_black_afr_car",-1.15403850484107,-1.48207489259454,-0.826002117087598,1232.24978752737,1295.98946828781,"Second","Lasso","Random"
"21","prop_not_in_work",-0.342037450080744,-0.885403587455067,0.201328687293578,1232.24978752737,1295.98946828781,"Second","Lasso","Random"
"22","prop_asian",-0.830506752502054,-1.10631720523524,-0.554696299768867,1232.24978752737,1295.98946828781,"Second","Lasso","Random"
"23","prop_u25",-0.475920877323217,-1.3231901480904,0.371348393443962,1232.24978752737,1295.98946828781,"Second","Lasso","Random"
"24","Crime_score",-0.280142786629906,-0.626606164864636,0.066320591604824,1232.24978752737,1295.98946828781,"Second","Lasso","Random"
"25","Income_score",-1.11381569755693,-2.21313757839065,-0.0144938167232169,1232.24978752737,1295.98946828781,"Second","Lasso","Random"
"26","Living_Environment_score",-0.509692675027754,-0.785620182502889,-0.233765167552619,1232.24978752737,1295.98946828781,"Second","Lasso","Random"
"27","unringfenced_percapita",-0.420938594757884,-0.686308421290772,-0.155568768224996,1232.24978752737,1295.98946828781,"Second","Lasso","Random"
"28","IMD_Average_score",-0.165641853808246,-1.2267832375844,0.895499529967909,1232.24978752737,1295.98946828781,"Second","Lasso","Random"
"29","prop_o65",-1.09759365862339,-2.21685616701004,0.0216688497632676,1232.24978752737,1295.98946828781,"Second","Lasso","Random"
"30","contain_outbreak_management_percapita",-0.290849221480472,-0.631658232592566,0.0499597896316216,1232.24978752737,1295.98946828781,"Second","Lasso","Random"
"31","(Intercept)",64.4105676627792,63.8822585252638,64.9388768002947,1375.90384491142,1439.64352567186,"Third","Lasso","Random"
"32","Pop_per_km2",0.760172860014719,0.221132820491001,1.29921289953844,1375.90384491142,1439.64352567186,"Third","Lasso","Random"
"33","Median_age",1.95234835843257,0.250541790773033,3.65415492609211,1375.90384491142,1439.64352567186,"Third","Lasso","Random"
"34","prop_all_other_white",-2.61557996469924,-3.00906648171678,-2.22209344768171,1375.90384491142,1439.64352567186,"Third","Lasso","Random"
"35","prop_black_afr_car",-1.41599291680889,-1.83720456718583,-0.994781266431955,1375.90384491142,1439.64352567186,"Third","Lasso","Random"
"36","prop_not_in_work",-0.130762310244036,-0.832951163553479,0.571426543065408,1375.90384491142,1439.64352567186,"Third","Lasso","Random"
"37","prop_asian",-1.9050134607432,-2.25493793123902,-1.55508899024737,1375.90384491142,1439.64352567186,"Third","Lasso","Random"
"38","prop_u25",-0.701789801625305,-1.80113091273964,0.397551309489026,1375.90384491142,1439.64352567186,"Third","Lasso","Random"
"39","Crime_score",-0.640752161924183,-1.08525238039043,-0.196251943457938,1375.90384491142,1439.64352567186,"Third","Lasso","Random"
"40","Income_score",-2.00141668780472,-3.40048108752371,-0.602352288085721,1375.90384491142,1439.64352567186,"Third","Lasso","Random"
"41","Living_Environment_score",-0.474507994696444,-0.834677221515565,-0.114338767877324,1375.90384491142,1439.64352567186,"Third","Lasso","Random"
"42","unringfenced_percapita",-0.484773877844619,-0.820516381897353,-0.149031373791884,1375.90384491142,1439.64352567186,"Third","Lasso","Random"
"43","IMD_Average_score",-0.460771187448124,-1.81495911648444,0.893416741588196,1375.90384491142,1439.64352567186,"Third","Lasso","Random"
"44","prop_o65",0.609107976840085,-0.825824590748486,2.04404054442866,1375.90384491142,1439.64352567186,"Third","Lasso","Random"
"45","contain_outbreak_management_percapita",-0.281087482936625,-0.737718544705672,0.175543578832422,1375.90384491142,1439.64352567186,"Third","Lasso","Random"
