"","...1","Variable","Beta","CI_Lower","CI_Upper","AIC","BIC","dose","model","effects"
"59","prop_o652","prop_o65",1.89795685893163,0.75573767553774,3.04017604232553,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"60","prop_u252","prop_u25",-1.41204253579528,-2.22894331782977,-0.595141753760797,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"61","Median_annual_income2","Median_annual_income",-0.0628863781890509,-0.475351122614384,0.349578366236282,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"62","Other_proportion2","Other_proportion",-0.368611315571981,-0.722972931200006,-0.0142496999439565,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"63","unringfenced_percapita2","unringfenced_percapita",-0.558717131979598,-0.949434551016051,-0.167999712943145,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"64","ASC_infection_control_fund_percapita2","ASC_infection_control_fund_percapita",-0.314375592473534,-0.672106606853693,0.0433554219066238,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"65","contain_outbreak_management_percapita2","contain_outbreak_management_percapita",-0.957000430954848,-1.43244333224551,-0.481557529664182,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"66","Income_score2","Income_score",-1.37833084017476,-3.53522580079937,0.778564120449853,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"67","Employment_score2","Employment_score",0.226544405999847,-1.88220751287358,2.33529632487328,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"68","Education_Skills_and_Training_score2","Education_Skills_and_Training_score",-1.15081451215178,-1.8416835487371,-0.459945475566453,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"69","Health_Deprivation_and_Disability_score2","Health_Deprivation_and_Disability_score",0.385887655744568,-0.395380548191056,1.16715585968019,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"70","Crime_score2","Crime_score",-0.596635991035484,-1.06204837519492,-0.13122360687605,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"71","Barriers_to_Housing_and_Services_score2","Barriers_to_Housing_and_Services_score",-0.187806846731214,-0.65063792712424,0.275024233661812,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"72","Living_Environment_score2","Living_Environment_score",-0.810065663931789,-1.22903284224161,-0.391098485621969,1357.88970709711,1451.62453174481,"Third","Simple","Fixed"
"73","1","(Intercept)",82.6538394432032,82.2683664868388,83.0393123995676,1245.64210088073,1343.12631851434,"First","Simple","Random"
"74","2","Pop_per_km2",-0.103873415822564,-0.564693847805285,0.356947016160158,1245.64210088073,1343.12631851434,"First","Simple","Random"
"75","3","prop_travelling_to_work",0.0373615240308053,-1.00001862319023,1.07474167125184,1245.64210088073,1343.12631851434,"First","Simple","Random"
"76","4","prop_not_in_work",-0.749009114535466,-2.03648990687185,0.538471677800919,1245.64210088073,1343.12631851434,"First","Simple","Random"
"77","5","prop_all_other_white",-2.61700025643948,-2.96607442229629,-2.26792609058268,1245.64210088073,1343.12631851434,"First","Simple","Random"
"78","6","prop_mixed_multiple",-0.248774267978187,-0.549220170046408,0.0516716340900342,1245.64210088073,1343.12631851434,"First","Simple","Random"
"79","7","prop_asian",-0.448479069839904,-0.738325360190183,-0.158632779489625,1245.64210088073,1343.12631851434,"First","Simple","Random"
"80","8","prop_black_afr_car",-0.812176670510046,-1.23717801989765,-0.38717532112244,1245.64210088073,1343.12631851434,"First","Simple","Random"
"81","9","prop_other",-0.027070938453336,-0.432654731061027,0.378512854154355,1245.64210088073,1343.12631851434,"First","Simple","Random"
"82","10","IMD_Average_score",0.257015923629291,-1.18180400440486,1.69583585166344,1245.64210088073,1343.12631851434,"First","Simple","Random"
"83","11","prop_o65",0.674493296218665,-0.239105824908156,1.58809241734549,1245.64210088073,1343.12631851434,"First","Simple","Random"
"84","12","prop_u25",-1.26659911819763,-1.92962950983863,-0.603568726556621,1245.64210088073,1343.12631851434,"First","Simple","Random"
"85","13","Median_annual_income",-0.261039674965581,-0.588886652397308,0.0668073024661459,1245.64210088073,1343.12631851434,"First","Simple","Random"
"86","14","Other_proportion",-0.288603909129618,-0.754682392588346,0.17747457432911,1245.64210088073,1343.12631851434,"First","Simple","Random"
"87","15","unringfenced_percapita",-0.375961858227441,-0.682121396113148,-0.0698023203417349,1245.64210088073,1343.12631851434,"First","Simple","Random"
"88","16","ASC_infection_control_fund_percapita",-0.252281232435717,-0.534097317876953,0.0295348530055187,1245.64210088073,1343.12631851434,"First","Simple","Random"
"89","17","contain_outbreak_management_percapita",-0.549458153760886,-0.93874642827754,-0.160169879244232,1245.64210088073,1343.12631851434,"First","Simple","Random"
"90","18","Income_score",-1.55296978600404,-3.24874771983411,0.142808147826037,1245.64210088073,1343.12631851434,"First","Simple","Random"
"91","19","Employment_score",1.43318169627637,-0.217913198008727,3.08427659056146,1245.64210088073,1343.12631851434,"First","Simple","Random"
"92","20","Education_Skills_and_Training_score",-0.625325283809281,-1.17897522025147,-0.0716753473670901,1245.64210088073,1343.12631851434,"First","Simple","Random"
"93","21","Health_Deprivation_and_Disability_score",-0.333373172462472,-0.953699259687688,0.286952914762744,1245.64210088073,1343.12631851434,"First","Simple","Random"
"94","22","Crime_score",-0.335055425157114,-0.706205107896692,0.0360942575824638,1245.64210088073,1343.12631851434,"First","Simple","Random"
"95","23","Barriers_to_Housing_and_Services_score",-0.163411366409728,-0.531857168164844,0.205034435345388,1245.64210088073,1343.12631851434,"First","Simple","Random"
"96","24","Living_Environment_score",-0.447824227055825,-0.787092786001575,-0.108555668110074,1245.64210088073,1343.12631851434,"First","Simple","Random"
"97","25","(Intercept)",79.3226743917381,78.9326234197011,79.7127253637752,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"98","26","Pop_per_km2",-0.21748386345632,-0.688858140567973,0.253890413655334,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"99","27","prop_travelling_to_work",0.0996908459132482,-0.962215554860845,1.16159724668734,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"100","28","prop_not_in_work",-0.74638674597194,-2.06231305504023,0.569539563096349,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"101","29","prop_all_other_white",-2.64902678226412,-3.00631196364302,-2.29174160088521,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"102","30","prop_mixed_multiple",-0.24975285252419,-0.557765826795076,0.0582601217466953,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"103","31","prop_asian",-0.546135114873725,-0.843093046176443,-0.249177183571006,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"104","32","prop_black_afr_car",-0.736612943735006,-1.17170414598174,-0.301521741488271,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"105","33","prop_other",-0.0318998957434628,-0.447031207495219,0.383231416008293,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"106","34","IMD_Average_score",0.122103046621736,-1.35180631551188,1.59601240875535,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"107","35","prop_o65",0.812175809552305,-0.121372145952405,1.74572376505701,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"108","36","prop_u25",-1.46331576957169,-2.1395491970033,-0.787082342140076,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"109","37","Median_annual_income",-0.225769299288276,-0.560983137325189,0.109444538748637,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"110","38","Other_proportion",-0.318554552910294,-0.786174486205238,0.149065380384651,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"111","39","unringfenced_percapita",-0.464397481532522,-0.778079378009296,-0.150715585055748,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"112","40","ASC_infection_control_fund_percapita",-0.272980989654623,-0.561575335413109,0.0156133561038636,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"113","41","contain_outbreak_management_percapita",-0.524053004816329,-0.920509560820983,-0.127596448811675,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"114","42","Income_score",-1.63574218471813,-3.37244932602791,0.100964956591648,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"115","43","Employment_score",1.43311030036543,-0.258747889279763,3.12496849001062,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"116","44","Education_Skills_and_Training_score",-0.616849473181479,-1.18222676809405,-0.0514721782689055,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"117","45","Health_Deprivation_and_Disability_score",-0.4005905697612,-1.0347451649752,0.233564025452795,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"118","46","Crime_score",-0.338405016708213,-0.717881713969101,0.0410716805526757,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"119","47","Barriers_to_Housing_and_Services_score",-0.160383921728639,-0.536955933621745,0.216188090164466,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"120","48","Living_Environment_score",-0.492438462727783,-0.838270785465124,-0.146606139990443,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"121","49","(Intercept)",64.380208094894,63.7311798445808,65.0292363452072,1381.625211619,1479.10942925261,"Third","Simple","Random"
"122","50","Pop_per_km2",0.453949569888394,-0.132935771032076,1.04083491080887,1381.625211619,1479.10942925261,"Third","Simple","Random"
"123","51","prop_travelling_to_work",-0.797020547524052,-2.111579348238,0.517538253189901,1381.625211619,1479.10942925261,"Third","Simple","Random"
"124","52","prop_not_in_work",-1.5940470042251,-3.23633801088294,0.0482440024327453,1381.625211619,1479.10942925261,"Third","Simple","Random"
"125","53","prop_all_other_white",-2.44855880678156,-2.89072699111568,-2.00639062244743,1381.625211619,1479.10942925261,"Third","Simple","Random"
"126","54","prop_mixed_multiple",-0.222215728064531,-0.60051515578191,0.156083699652848,1381.625211619,1479.10942925261,"Third","Simple","Random"
"127","55","prop_asian",-1.65263697573463,-2.01863877607197,-1.28663517539728,1381.625211619,1479.10942925261,"Third","Simple","Random"
"128","56","prop_black_afr_car",-1.18232824539049,-1.72088298078543,-0.643773509995558,1381.625211619,1479.10942925261,"Third","Simple","Random"
"129","57","prop_other",-0.0923111554398665,-0.606397186357724,0.42177487547799,1381.625211619,1479.10942925261,"Third","Simple","Random"
"130","58","IMD_Average_score",0.334718305432606,-1.48425464841377,2.15369125927898,1381.625211619,1479.10942925261,"Third","Simple","Random"
"131","59","prop_o65",2.1604472434416,0.994957384818257,3.32593710206494,1381.625211619,1479.10942925261,"Third","Simple","Random"
"132","60","prop_u25",-1.22360024451917,-2.07641535559836,-0.370785133439979,1381.625211619,1479.10942925261,"Third","Simple","Random"
"133","61","Median_annual_income",-0.0067359327402628,-0.424430262618786,0.410958397138261,1381.625211619,1479.10942925261,"Third","Simple","Random"
"134","62","Other_proportion",-0.240035131500367,-0.9838710051523,0.503800742151565,1381.625211619,1479.10942925261,"Third","Simple","Random"
"135","63","unringfenced_percapita",-0.515538300937854,-0.902216650954943,-0.128859950920764,1381.625211619,1479.10942925261,"Third","Simple","Random"
"136","64","ASC_infection_control_fund_percapita",-0.377285941131084,-0.733483552745574,-0.021088329516593,1381.625211619,1479.10942925261,"Third","Simple","Random"
"137","65","contain_outbreak_management_percapita",-0.65635775306899,-1.1614596851448,-0.151255820993181,1381.625211619,1479.10942925261,"Third","Simple","Random"
"138","66","Income_score",-1.84549364881717,-3.98958612290853,0.298598825274196,1381.625211619,1479.10942925261,"Third","Simple","Random"
"139","67","Employment_score",0.588463193882057,-1.49542201502963,2.67234840279374,1381.625211619,1479.10942925261,"Third","Simple","Random"
"140","68","Education_Skills_and_Training_score",-1.23745668632146,-1.94734131730238,-0.527572055340544,1381.625211619,1479.10942925261,"Third","Simple","Random"
"141","69","Health_Deprivation_and_Disability_score",0.563094985335671,-0.228907496523184,1.35509746719453,1381.625211619,1479.10942925261,"Third","Simple","Random"
"142","70","Crime_score",-0.654512660031791,-1.12667189654772,-0.182353423515858,1381.625211619,1479.10942925261,"Third","Simple","Random"
"143","71","Barriers_to_Housing_and_Services_score",-0.199521690351676,-0.67010537126358,0.271061990560228,1381.625211619,1479.10942925261,"Third","Simple","Random"
"144","72","Living_Environment_score",-0.67135654871977,-1.11046298122674,-0.232250116212795,1381.625211619,1479.10942925261,"Third","Simple","Random"
"145","(Intercept)","(Intercept)",82.64713375793,82.4721488848329,82.822118631027,1193.24893686501,1253.23922463955,"First","Lasso","Fixed"
"146","Pop_per_km2","Pop_per_km2",0.0549882045926691,-0.353361665641805,0.463338074827143,1193.24893686501,1253.23922463955,"First","Lasso","Fixed"
"147","Median_age","Median_age",2.70064893457234,1.40641534675407,3.99488252239061,1193.24893686501,1253.23922463955,"First","Lasso","Fixed"
"148","prop_all_other_white","prop_all_other_white",-2.81609186629606,-3.11332955490218,-2.51885417768993,1193.24893686501,1253.23922463955,"First","Lasso","Fixed"
"149","prop_black_afr_car","prop_black_afr_car",-1.24173879381439,-1.56180951620376,-0.921668071425026,1193.24893686501,1253.23922463955,"First","Lasso","Fixed"
"150","prop_not_in_work","prop_not_in_work",-0.293726217953999,-0.817914453123299,0.230462017215301,1193.24893686501,1253.23922463955,"First","Lasso","Fixed"
"151","prop_asian","prop_asian",-0.737175944149081,-1.00855737286849,-0.465794515429672,1193.24893686501,1253.23922463955,"First","Lasso","Fixed"
"152","prop_u25","prop_u25",-0.293539023592396,-1.10011675253947,0.513038705354676,1193.24893686501,1253.23922463955,"First","Lasso","Fixed"
"153","Crime_score","Crime_score",-0.286573694382139,-0.620062936853752,0.0469155480894731,1193.24893686501,1253.23922463955,"First","Lasso","Fixed"
"154","Income_score","Income_score",-0.916965264651625,-1.99418635275438,0.160255823451134,1193.24893686501,1253.23922463955,"First","Lasso","Fixed"
"155","Living_Environment_score","Living_Environment_score",-0.445452973297549,-0.707410523539099,-0.183495423056,1193.24893686501,1253.23922463955,"First","Lasso","Fixed"
"156","unringfenced_percapita","unringfenced_percapita",-0.346011499116627,-0.607974145986513,-0.0840488522467411,1193.24893686501,1253.23922463955,"First","Lasso","Fixed"
"157","IMD_Average_score","IMD_Average_score",-0.047936468478037,-1.08767493242264,0.991801995466562,1193.24893686501,1253.23922463955,"First","Lasso","Fixed"
"158","prop_o65","prop_o65",-1.07781502265341,-2.16523776299781,0.00960771769100099,1193.24893686501,1253.23922463955,"First","Lasso","Fixed"
"159","contain_outbreak_management_percapita","contain_outbreak_management_percapita",-0.378147631537053,-0.690000457006826,-0.0662948060672806,1193.24893686501,1253.23922463955,"First","Lasso","Fixed"
"160","(Intercept)1","(Intercept)",79.3213375796497,79.143108057768,79.4995671015313,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"161","Pop_per_km21","Pop_per_km2",-0.0544143461728922,-0.470336024682572,0.361507332336788,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"162","Median_age1","Median_age",2.90491655123056,1.58668469794286,4.22314840451826,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"163","prop_all_other_white1","prop_all_other_white",-2.84186443310624,-3.14461363758232,-2.53911522863016,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"164","prop_black_afr_car1","prop_black_afr_car",-1.17470907749286,-1.50071469620789,-0.848703458777836,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"165","prop_not_in_work1","prop_not_in_work",-0.335256472299273,-0.869164443180848,0.198651498582301,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"166","prop_asian1","prop_asian",-0.845695691388379,-1.12210919749411,-0.569282185282647,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"167","prop_u251","prop_u25",-0.412547906506731,-1.23408156508133,0.408985752067872,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"168","Crime_score1","Crime_score",-0.282268468328911,-0.621941419404101,0.0574044827462795,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"169","Income_score1","Income_score",-1.06944558497316,-2.16664099446958,0.0277498245232588,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"170","Living_Environment_score1","Living_Environment_score",-0.507939400995015,-0.774754286799161,-0.241124515190869,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"171","unringfenced_percapita1","unringfenced_percapita",-0.427766058085175,-0.69458613502165,-0.160945981148701,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"172","IMD_Average_score1","IMD_Average_score",-0.197196305073117,-1.25621407061471,0.861821460468481,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"173","prop_o651","prop_o65",-1.11760195791877,-2.22518818331402,-0.0100157325235162,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"174","contain_outbreak_management_percapita1","contain_outbreak_management_percapita",-0.347880088787297,-0.665515430615364,-0.0302447469592296,1204.78695333959,1264.77724111412,"Second","Lasso","Fixed"
"175","(Intercept)2","(Intercept)",64.3621019107962,64.133656923935,64.5905468976573,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"176","Pop_per_km22","Pop_per_km2",0.871216588523105,0.338110617192997,1.40432255985321,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"177","Median_age2","Median_age",2.12836307765285,0.438724597871447,3.81800155743426,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"178","prop_all_other_white2","prop_all_other_white",-2.65518443870566,-3.04323203771505,-2.26713683969626,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"179","prop_black_afr_car2","prop_black_afr_car",-1.46495406010056,-1.88281047635395,-1.04709764384718,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"180","prop_not_in_work2","prop_not_in_work",-0.0837293590266295,-0.768063795350281,0.600605077297022,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"181","prop_asian2","prop_asian",-1.95412370717636,-2.30841562864885,-1.59983178570387,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"182","prop_u252","prop_u25",-0.5633892159588,-1.61638674329158,0.489608311373977,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"183","Crime_score2","Crime_score",-0.627993734649949,-1.06336820026172,-0.192619269038176,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"184","Income_score2","Income_score",-1.85222482910701,-3.25855071866968,-0.445898939544336,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"185","Living_Environment_score2","Living_Environment_score",-0.518496340248111,-0.860485267999182,-0.17650741249704,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"186","unringfenced_percapita2","unringfenced_percapita",-0.497654681189371,-0.839650262653834,-0.155659099724909,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
"187","IMD_Average_score2","IMD_Average_score",-0.570388568846955,-1.92778041381604,0.787003276122133,1360.67115759765,1420.66144537218,"Third","Lasso","Fixed"
