"","Variable","Beta","CI_Lower","CI_Upper","AIC","BIC","dose","model","effects"
"42","Income_score",-1.63574218471813,-3.37244932602791,0.100964956591648,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"43","Employment_score",1.43311030036543,-0.258747889279763,3.12496849001062,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"44","Education_Skills_and_Training_score",-0.616849473181479,-1.18222676809405,-0.0514721782689055,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"45","Health_Deprivation_and_Disability_score",-0.4005905697612,-1.0347451649752,0.233564025452795,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"46","Crime_score",-0.338405016708213,-0.717881713969101,0.0410716805526757,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"47","Barriers_to_Housing_and_Services_score",-0.160383921728639,-0.536955933621745,0.216188090164466,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"48","Living_Environment_score",-0.492438462727783,-0.838270785465124,-0.146606139990443,1259.76086309133,1357.24508072494,"Second","Simple","Random"
"49","(Intercept)",64.380208094894,63.7311798445808,65.0292363452072,1381.625211619,1479.10942925261,"Third","Simple","Random"
"50","Pop_per_km2",0.453949569888394,-0.132935771032076,1.04083491080887,1381.625211619,1479.10942925261,"Third","Simple","Random"
"51","prop_travelling_to_work",-0.797020547524052,-2.111579348238,0.517538253189901,1381.625211619,1479.10942925261,"Third","Simple","Random"
"52","prop_not_in_work",-1.5940470042251,-3.23633801088294,0.0482440024327453,1381.625211619,1479.10942925261,"Third","Simple","Random"
"53","prop_all_other_white",-2.44855880678156,-2.89072699111568,-2.00639062244743,1381.625211619,1479.10942925261,"Third","Simple","Random"
"54","prop_mixed_multiple",-0.222215728064531,-0.60051515578191,0.156083699652848,1381.625211619,1479.10942925261,"Third","Simple","Random"
"55","prop_asian",-1.65263697573463,-2.01863877607197,-1.28663517539728,1381.625211619,1479.10942925261,"Third","Simple","Random"
"56","prop_black_afr_car",-1.18232824539049,-1.72088298078543,-0.643773509995558,1381.625211619,1479.10942925261,"Third","Simple","Random"
"57","prop_other",-0.0923111554398665,-0.606397186357724,0.42177487547799,1381.625211619,1479.10942925261,"Third","Simple","Random"
"58","IMD_Average_score",0.334718305432606,-1.48425464841377,2.15369125927898,1381.625211619,1479.10942925261,"Third","Simple","Random"
"59","prop_o65",2.1604472434416,0.994957384818257,3.32593710206494,1381.625211619,1479.10942925261,"Third","Simple","Random"
"60","prop_u25",-1.22360024451917,-2.07641535559836,-0.370785133439979,1381.625211619,1479.10942925261,"Third","Simple","Random"
"61","Median_annual_income",-0.0067359327402628,-0.424430262618786,0.410958397138261,1381.625211619,1479.10942925261,"Third","Simple","Random"
"62","Other_proportion",-0.240035131500367,-0.9838710051523,0.503800742151565,1381.625211619,1479.10942925261,"Third","Simple","Random"
"63","unringfenced_percapita",-0.515538300937854,-0.902216650954943,-0.128859950920764,1381.625211619,1479.10942925261,"Third","Simple","Random"
"64","ASC_infection_control_fund_percapita",-0.377285941131084,-0.733483552745574,-0.021088329516593,1381.625211619,1479.10942925261,"Third","Simple","Random"
"65","contain_outbreak_management_percapita",-0.65635775306899,-1.1614596851448,-0.151255820993181,1381.625211619,1479.10942925261,"Third","Simple","Random"
"66","Income_score",-1.84549364881717,-3.98958612290853,0.298598825274196,1381.625211619,1479.10942925261,"Third","Simple","Random"
"67","Employment_score",0.588463193882057,-1.49542201502963,2.67234840279374,1381.625211619,1479.10942925261,"Third","Simple","Random"
"68","Education_Skills_and_Training_score",-1.23745668632146,-1.94734131730238,-0.527572055340544,1381.625211619,1479.10942925261,"Third","Simple","Random"
"69","Health_Deprivation_and_Disability_score",0.563094985335671,-0.228907496523184,1.35509746719453,1381.625211619,1479.10942925261,"Third","Simple","Random"
"70","Crime_score",-0.654512660031791,-1.12667189654772,-0.182353423515858,1381.625211619,1479.10942925261,"Third","Simple","Random"
"71","Barriers_to_Housing_and_Services_score",-0.199521690351676,-0.67010537126358,0.271061990560228,1381.625211619,1479.10942925261,"Third","Simple","Random"
"72","Living_Environment_score",-0.67135654871977,-1.11046298122674,-0.232250116212795,1381.625211619,1479.10942925261,"Third","Simple","Random"
