"","Variable","Beta","CI_Lower","CI_Upper","AIC","BIC","dose","model","effects"
"Health_Deprivation_and_Disability_score","Health_Deprivation_and_Disability_score",0.126088966572243,-0.0372757232980762,0.289453656442562,221.488432945523,314.331753083258,"First vs Second","Simple","Fixed"
"Crime_score","Crime_score",0.0314563716883652,-0.0619644000564976,0.124877143433228,221.488432945523,314.331753083258,"First vs Second","Simple","Fixed"
"Barriers_to_Housing_and_Services_score","Barriers_to_Housing_and_Services_score",0.0431397501994794,-0.0528439548779907,0.139123455276949,221.488432945523,314.331753083258,"First vs Second","Simple","Fixed"
"Living_Environment_score","Living_Environment_score",0.0992262757800687,0.00616288450424131,0.192289667055896,221.488432945523,314.331753083258,"First vs Second","Simple","Fixed"
"(Intercept)1","(Intercept)",19.3167288950388,19.1497690702874,19.4836887197902,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"Pop_per_km21","Pop_per_km2",-1.01308371491451,-1.44946622095196,-0.57670120887706,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"prop_travelling_to_work1","prop_travelling_to_work",1.03124554497696,-0.0104369728590341,2.07292806281296,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"prop_not_in_work1","prop_not_in_work",0.997002198983436,-0.275896411006442,2.26990080897331,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"prop_all_other_white1","prop_all_other_white",0.303774030897239,-0.0286997571335781,0.636247818928056,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"prop_mixed_multiple1","prop_mixed_multiple",-0.156329919180841,-0.4471503965985,0.134490558236817,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"prop_asian1","prop_asian",1.84671146898477,1.57241022280754,2.12101271516201,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"prop_black_afr_car1","prop_black_afr_car",1.04986240778241,0.650591404060228,1.44913341150458,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"prop_other1","prop_other",0.239618059812427,-0.141539472978455,0.62077559260331,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"IMD_Average_score1","IMD_Average_score",-1.79060141852889,-4.35059987260418,0.769397035546399,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"prop_o651","prop_o65",-1.5864368020944,-2.43268095152263,-0.740192652666167,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"prop_u251","prop_u25",0.262809758462629,-0.344290912271125,0.869910429196384,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"Median_annual_income1","Median_annual_income",-0.217556239203768,-0.524055876599544,0.088943398192007,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"Other_proportion1","Other_proportion",0.0705857468475105,-0.192610180681566,0.333781674376587,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"unringfenced_percapita1","unringfenced_percapita",0.281385994945704,-0.00706985742887806,0.569841847320286,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"ASC_infection_control_fund_percapita1","ASC_infection_control_fund_percapita",0.109404358259142,-0.157217627548692,0.376026344066975,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"contain_outbreak_management_percapita1","contain_outbreak_management_percapita",0.752153140239573,0.393344248172368,1.11096203230678,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"Income_score1","Income_score",1.22407440712644,-0.521753128649798,2.96990194290269,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"Employment_score1","Employment_score",0.952789511195934,-0.73302789224228,2.63860691463415,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"Education_Skills_and_Training_score1","Education_Skills_and_Training_score",1.04717728356984,0.427613363235309,1.66674120390437,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"Health_Deprivation_and_Disability_score1","Health_Deprivation_and_Disability_score",-0.553254708119456,-1.27146145811556,0.164952041876645,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"Crime_score1","Crime_score",0.501508948675517,0.0907994562492974,0.912218441101736,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"Barriers_to_Housing_and_Services_score1","Barriers_to_Housing_and_Services_score",0.416627427244194,-0.00534959196966711,0.838604446458055,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"Living_Environment_score1","Living_Environment_score",0.738332264817487,0.329193938506673,1.1474705911283,1118.83651790796,1211.6798380457,"Second vs Third","Simple","Fixed"
"1","(Intercept)",4.1500642076784,4.01907937058303,4.28104904477378,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"2","Pop_per_km2",0.238567044983114,0.138861790199736,0.338272299766492,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"3","prop_travelling_to_work",-0.227129248626283,-0.463431561442891,0.00917306419032549,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"4","prop_not_in_work",-0.0450474100664885,-0.338645594522211,0.248550774389234,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"5","prop_all_other_white",0.16477156907811,0.0896638684128356,0.239879269743385,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"6","prop_mixed_multiple",0.00154612548605441,-0.0637504535025476,0.0668427044746564,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"7","prop_asian",0.162352066540688,0.100447536497839,0.224256596583537,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"8","prop_black_afr_car",-0.00977260696674893,-0.100714658149963,0.0811694442164648,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"9","prop_other",0.0394286510517234,-0.0476870516365086,0.126544353739955,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"10","IMD_Average_score",-0.162450666705182,-0.761829784220118,0.436928450809753,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"11","prop_o65",-0.243120675851997,-0.441297480426629,-0.044943871277365,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"12","prop_u25",0.28724458450763,0.141718315529228,0.432770853486032,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"13","Median_annual_income",-0.0353521884441957,-0.106386698165686,0.0356823212772947,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"14","Other_proportion",-0.0104799441374937,-0.149359509345752,0.128399621070765,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"15","unringfenced_percapita",0.155276332167888,0.0900392292531521,0.220513435082624,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"16","ASC_infection_control_fund_percapita",0.0213139674780512,-0.0392376871411548,0.0818656220972572,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"17","contain_outbreak_management_percapita",-0.00205956053451078,-0.088442196056887,0.0843230749878654,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"18","Income_score",0.294454870155574,-0.106143008601068,0.695052748912216,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"19","Employment_score",-0.0499058942083146,-0.432321731903902,0.332509943487272,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"20","Education_Skills_and_Training_score",0.104879819374254,-0.0410827452257591,0.250842383974267,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"21","Health_Deprivation_and_Disability_score",0.103222939009967,-0.0618906966970758,0.26833657471701,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"22","Crime_score",0.0218723395391813,-0.07347188579247,0.117216564870833,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"23","Barriers_to_Housing_and_Services_score",0.0571253118391634,-0.0423026876843215,0.156553311362648,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"24","Living_Environment_score",0.106733195865686,0.00887228565087227,0.2045941060805,331.551822614521,428.108875557765,"First vs Second","Simple","Random"
"25","(Intercept)",19.2933296747377,18.758770277216,19.8278890722594,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"26","Pop_per_km2",-0.881119768737962,-1.31554252845705,-0.446697009018875,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"27","prop_travelling_to_work",0.874157955827355,-0.153635256567372,1.90195116822208,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"28","prop_not_in_work",1.12050567661234,-0.158544806704846,2.39955615992952,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"29","prop_all_other_white",0.319765470772966,-0.00682833640447778,0.646359277950411,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"30","prop_mixed_multiple",-0.143203533191604,-0.42695894021833,0.140551873835122,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"31","prop_asian",1.79098452606118,1.52178178637321,2.06018726574915,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"32","prop_black_afr_car",1.03829188287352,0.642415800533222,1.43416796521381,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"33","prop_other",0.237734379574115,-0.141500807913009,0.616969567061239,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"34","IMD_Average_score",-2.15314692154207,-4.76980763755195,0.463513794467807,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"35","prop_o65",-1.91748557676499,-2.78158559422473,-1.05338555930525,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"36","prop_u25",-0.00144331310746464,-0.637104532456902,0.634217906241973,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"37","Median_annual_income",-0.251738287204773,-0.561556867939857,0.0580802935303112,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"38","Other_proportion",-0.0972084153705948,-0.702038359114815,0.507621528373626,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"39","unringfenced_percapita",0.234997650693615,-0.0487975172801359,0.518792818667366,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"40","ASC_infection_control_fund_percapita",0.152664117606657,-0.110677117392127,0.41600535260544,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"41","contain_outbreak_management_percapita",0.508112988022882,0.130275506741826,0.885950469303938,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"42","Income_score",1.75299770747308,0.00874216445025233,3.4972532504959,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"43","Employment_score",0.668049425783207,-0.996602559908276,2.33270141147469,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"44","Education_Skills_and_Training_score",1.19042075164669,0.552263587465935,1.82857791582744,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"45","Health_Deprivation_and_Disability_score",-0.71742576359427,-1.43627623736889,0.00142471018034951,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"46","Crime_score",0.568902213075004,0.153005193912617,0.98479923223739,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"47","Barriers_to_Housing_and_Services_score",0.476436356417161,0.0417692360149021,0.911103476819421,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
"48","Living_Environment_score",0.64449572822069,0.21605131410618,1.0729401423352,1152.39567292652,1248.95272586976,"Second vs Third","Simple","Random"
